feature,mutual_info
level_3,0.6832885050486769
product_type,0.527169706069367
unit_of_measure,0.384349169265626
wh_name,0.3703865000061093
is_rx,0.2652712927621079
is_compound,0.25524894931771186
level_2,0.2540616197047373
